0,0
-0.240145,0.179806
-0.00838202,0.370294
0.0980365,0.650785
0.195525,0.934503
0.325201,1.20503
0.448694,1.47843
0.570129,1.75276
0.699472,2.02344
0.836672,2.29023
1.03319,2.5169
1.1842,2.77613
1.48395,2.76405
1.74037,2.60832
1.86951,2.33754
2.16694,2.29833
2.15112,1.99875
2.38467,1.81045
2.52576,1.5457
2.61943,1.26069
2.75905,0.995166
2.87475,0.718375
2.97053,0.434075
3.07714,0.153658
3.17575,-0.129674
3.27333,-0.41336
3.37327,-0.696223
3.46834,-0.980762
3.56621,-1.26435
3.68612,-1.53934
3.78945,-1.82098
3.90658,-2.09718
4.08106,-2.34122
4.2089,-2.61261
4.49165,-2.71288
4.78286,-2.6408
4.92479,-2.3765
5.21818,-2.43915
5.14908,-2.14722
5.41146,-2.00175
5.56194,-1.74222
5.65109,-1.45577
5.80592,-1.19881
5.92966,-0.925525
6.01952,-0.639298
6.13292,-0.361558
6.23489,-0.0794189
6.33797,0.202318
6.42942,0.488037
6.52706,0.771704
6.62425,1.05553
6.73381,1.3348
6.83535,1.6171
6.9472,1.89547
7.09894,2.15426
7.22289,2.42746
7.46539,2.60407
7.60799,2.86802
7.83825,2.67571
8.0828,2.50196
8.19863,2.22522
8.46838,2.09392
8.66247,1.86517
8.72244,1.57122
8.90692,1.33465
9.02873,1.06049
9.1219,0.775328
9.24094,0.499955
9.34336,0.217982
9.44223,-0.0652573
9.54004,-0.348866
9.63481,-0.633502
9.72978,-0.918074
9.83867,-1.19762
9.93537,-1.4816
10.0422,-1.76196
10.1839,-2.02637
10.2984,-2.30364
10.5159,-2.51029
10.6497,-2.77877
10.9415,-2.70872
11.1884,-2.53834
11.3094,-2.26386
11.6003,-2.1905
11.6077,-1.89059
11.8287,-1.68775
11.9773,-1.42711
12.0649,-1.14019
12.204,-0.874371
12.3215,-0.598353
12.4407,-0.32303
12.5236,-0.0347173
12.6295,0.245965
12.7259,0.530056
12.8261,0.812816
12.9234,1.0966
13.0244,1.37911
13.1477,1.65257
13.2561,1.93233
13.3793,2.20583
13.568,2.4391
13.7038,2.70658
14.0019,2.741
14.2715,2.60952
14.4043,2.34051
14.7043,2.33476
14.6723,2.03647
14.9162,1.86182
15.0613,1.59926
15.1535,1.31378
15.2983,1.05101
15.4168,0.775386
15.5113,0.490681
15.6201,0.211108
15.7199,-0.071827
15.8189,-0.355025
15.9171,-0.63848
16.0128,-0.922826
16.1103,-1.20653
16.2277,-1.48258
16.3303,-1.7645
16.4456,-2.04148
16.6138,-2.28988
16.7402,-2.56193
17.0127,-2.68755
17.3096,-2.6449
17.4638,-2.38756
17.7512,-2.47353
17.6743,-2.18355
17.9436,-2.05124
18.0991,-1.79469
18.1871,-1.5079
18.3473,-1.25426
18.4736,-0.982126
18.5628,-0.695697
18.6785,-0.418884
18.7814,-0.137106
18.8856,0.144228
18.9761,0.430235
19.0742,0.713775
19.1709,0.997761
19.2789,1.27761
19.3796,1.56024
19.4897,1.83928
19.637,2.10064
19.7587,2.37484
